,title,link,pubDate,description,DateFetched,source
10,"Video Shows US Trans Woman Running Over Man, Kissing His Body And Stabbing Him 9 Times",https://www.ndtv.com/world-news/video-shows-us-trans-woman-running-over-man-kissing-his-body-and-stabbing-him-9-times-5647330,2024-05-12,"She is expected to appear in court on May 24.
A horrific video has surfaced online showing a trans woman in the US running over a man twice with a car before kissing and stabbing him multiple times in broad daylight. According to Fox News, Steven Anderson, 64, was on his way to pick up the mail in his Houston neighbourhood on May 3 when the incident happened. A CCTV clip of the incident which has gone viral on social media, shows Mr Anderson getting struck by a white vehicle that then backed over him, hitting him for a second time.
The suspect, with a knife in hand, was then seen flipping the elderly man over, straddling him, kissing him and then stabbing him nine times. She then tried to enter another car before leaving the scene on foot, jumping over the victim's lifeless body. Mr Anderson was found by officers with multiple stab wounds already dead.

NEW: Man killed by transgender driver who plowed into him, backed over him and stabbed him 9 times before kissing him and prancing over his body.Absolutely horrific.20-year-old suspect Karon Fisher is a man according to court papers.After trying to flee the scene in a car,… pic.twitter.com/XuG8KcPIZw
''It's very disturbing. I have kids here; they could have been out here playing, and imagine them,'' one neighbour told Eyewitness News.

''Broad daylight. People around every time and it happened right under our noses,'' another added.
Witnesses led officers to the suspect at a nearby location. According to KTRK, the suspect identified as Karon Fisher is identified in court records as a man but was described by officers as a woman. Fisher was eventually arrested and charged with murder, evading arrest with a vehicle, and assaulting hospital personnel, according to Harris County records.

""Charges have been filed against a suspect arrested in the fatal stabbing of a man in 7000 block of Woodridge Square Drive about 7:50 p.m. last Friday (May 3), ""The suspect, Karon Fisher, 20, is charged with murder in the 185th State District Court,"" the police statement read.
After the disturbing footage of the incident went viral, SpaceX CEO Elon Musk also reacted to it and called it ''Terrible.''
PromotedListen to the latest songs, only on JioSaavn.com

Terrible

She is expected to appear in court on May 24.",2024-05-12 21:29:44.600480,NDTV
11,"Kabir Bedi's Shout Out to Granddaughter Alaya F's Acting In Srikanth: ""Sparkling Performance""",https://www.ndtv.com/entertainment/kabir-bedis-shout-out-to-granddaughter-alaya-fs-acting-in-srikanth-sparkling-performance-5647279,2024-05-12,"Image instagrammed by Alaya F. (courtesy: AlayaF)
Veteran actor Kabir Bedi gave a roaring shout out to granddaughter Alaya F's new film Srikanth. After watching the film, Kabir Bedi wrote an appreciation post on his Instagram feed. Kabir Bedi wrote, ""SEE ""SRIKANTH""!!! @rajkummar_rao gives his finest performance as a blind man, a real life hero with an amazing story. @alayaf gives a sparkling performance as the girl who loves him, showcasing her amazing versatility as an actress. Jyotika and @sharadkelkar are most impressive in their roles. As Honorary Brand ambassador of SightSavers India @sightsaversin, I salute ""Srikanth"" as the best Indian film on the blind and visually challenged. Kudos to Director @tusharhiranandani, and Producer @nidhiparmarhira and @TSeries."" FYI, Alaya's mother Pooja Bedi is Kabir Bedi's daughter. Take a look:
A post shared by Kabir Bedi (@ikabirbedi)
Srikanth largely opened to positive reviews. In his review for NDTV, film critic Saibal Chatterjee wrote, ""Srikanth tells the remarkable story of a young man endowed with exceptional vision and tenacity but does not shy away from pointing to the delicate junctures in Srikanth Bolla's life when he comes precariously close to letting his self-confidence turn into a degree of arrogance and success into streaks of insouciance.""
PromotedListen to the latest songs, only on JioSaavn.com
Rajkummar Rao, who played the real-life characrter of Srikanth Bolla in the film, recalled meeting the visually impaired tech entrepreneur in an interview with PTI. Rajkummar said, ""He is witty, confident, go-getter and loves talking... I was totally zapped because he's so confident about everything in life. Sometimes I would ask him (director Hiranandani) that 'Are you sure he's blind because he comes across as if he is way more normal than us'.""
On the work front, Alaya Furniturewalla was last seen in Bade Miyan Chote Miyan. The movie also features Akshay Kumar, Tiger Shroff, Prithviraj Sukumaran, and Manushi Chhillar in important roles.",2024-05-12 21:29:44.600480,NDTV
12,Won't Have To Go Back To Jail If You Choose AAP: Arvind Kejriwal's Pitch,https://www.ndtv.com/india-news/wont-have-to-go-back-to-jail-if-you-choose-aap-arvind-kejriwals-pitch-5647167,2024-05-12,"Delhi Chief Minister Arvind Kejriwal -- out of Tihar Jail on interim bail -- told people at a roadshow today that he would not have to return to jail if they vote for him. ""I have to go back to jail after 20 days. If you choose jhadu (AAP's symbol), I won't have to go back to jail,"" the Chief Minister said.
Mr Kejriwal's return to teh heat and dust of campaigning after 50 days in jail has reinvigorated AAP, which had been firefighting on multiple fronts. Senior party leader Saurabh Bhardwaj said it would also be a ""gamechanger"" for the INDIA bloc.
Fresh out of jail, the Chief Minister has plunged into campaigning, holding a roadshow in Moti Nagar in support of Somnath Bharti, the party's candidate for the New Delhi seat. And there, he told the crowd that his absence would reflect on the work done for the people.

""If I went back to jail, the BJP would stop your work, free electricity, degrade schools and shut down hospitals and Mohalla Clinics,"" said the Chief Minister, accompanied by his Punjab counterpart Bhagwant Mann. ""They sent me to jail because I worked for you. The BJP does not want that work of Delhi people are done,""
Delhi votes for its seven Lok Sabha seats on May 25.
The AAP chief, arrested in the Delhi liquor policy case, is out on interim bail till June 1, the day the voting for the Lok Sabha election ends. He has to surrender on June 2.
PromotedListen to the latest songs, only on JioSaavn.com
The Supreme Court, which was hearing the challenge to Mr Kejriwal's arrest, had unexpectedly sought to hear his bail petition also. While releasing him on bail, the judges said he was not a ""habitual offender"" and pointed to the ongoing election.
""There are elections (and) these are extraordinary circumstances, and he is not a habitual offender. This is a question of public interest,"" said the bench of Justices Sanjiv Khanna and Dipankar Datta.",2024-05-12 21:29:44.600480,NDTV
13,Made In Heaven Actor Trinetra Haldar Reacts To Rajkummar Rao Being Trolled For Having Chin Fillers,https://www.ndtv.com/entertainment/made-in-heaven-actor-trinetra-haldar-reacts-to-rajkummar-rao-being-trolled-for-having-chin-fillers-5647034,2024-05-12,"Images instagrammed by Trinetra, glamouralert. (courtesy: glamouralert)
Trinetra Haldar Gummaraju, who rose to fame after featuring in the second season of the web series Made In Heaven, recently has undergone facial feminisation surgery. Sharing an elaborate post, Trinetra informed her Instafam about the surgery and focused on ""transparency"" in her dealings. Without taking any name, Trinetra also talked about Rajkummar Rao, who was trolled for admitting the fact that he had chin fillers. Trinetra began her post with these words, ""8th April 2024 - FFS - facial feminisation surgery | spain wasn't just a vacation | chaotic sketches and diary entries on opioids. Facial Feminisation Surgery (FFS) is one of many interventions a trans person may undergo to feel more alignment between body and gender identity. Other gender affirming interventions may include gender affirming hormone therapy (GAHT/HRT), gender affirming genital surgery, etc.""
She continued, ""My transition is complete. I didn't think this final step would happen anytime soon, but it has. I did this by myself, for myself, and still can't believe it. Transition to me is deeply spiritual, and not the stuff of tabloids and speculative nonsense. I haven't talked about wanting FFS at all mostly out of fear of public scrutiny and judgement, but why shy away from something so important in this journey of accessing myself? Who cares what anybody thinks or believes, really? Truth be told, I've wanted this for a decade, and there were lots of reasons to wait. I ticked them all off one by one.""
Speaking of Rajkummar Rao, Trinetra wrote, ""An actor was recently trolled into sheepishly admitting he had chin filler, and a topper was trolled for (not doing anything about) her facial hair in the face of obvious academic merit. Screwed if you do, screwed if you don't, clearly. There is only this one body, this one life. If there is gender dysphoria, it has to be dealt with.""

Trinetra concluded her post with these words, ""I've lost count of how many people in the industry I've met who've had work done and will deny intervention. To each their own, but I do not wish to contribute to a culture of opacity that thrives on making masses of young people insecure. I have no interest in promoting bodily intervention, but I do believe in transparency, as has always been the case, especially as a doctor. My reasons were gender affirmation and confidence therefrom, as extensively deliberated on over years of therapy. Others may have their own. Doing this alone hasn't been easy, but my god, I'm convinced I'm f****** invincible.""
PromotedListen to the latest songs, only on JioSaavn.com
Take a look at the post here:
A post shared by Trinetra Haldar Gummaraju (@trintrin)
FYI, Rajkummar Rao came under public scrutiny and rumours started doing the rounds that he had undergone plastic surgery after a picture of him from a event went viral. Denying the rumours, Rajkummar Rao told PTI,  ""I've not gone under the knife. I have not done any kind of plastic surgery. That picture, if you see it again, how is it possible in 14 years, there's one picture and no other picture like that? I feel it's certainly a touched-up picture because my skin is looking so flawless. Even I was amazed how it's so flawless without any makeup and after shooting the whole day.""
The actor, however, did mention that he got fillers a few years ago. ""But saying that... Because you know, I heard a lot of these comments when I started working. People started commenting on my looks and everything. 8-9 years back, I did a little touch up on my chin with fillers, which is like half-an hour job because I wanted to feel more confident, which I do. I certainly feel more confident. I feel I look much better, but has it changed me as a person, has it changed me as an artist? Not at all,"" PTI quoted Rajkummar Rao as saying.",2024-05-12 21:29:44.600480,NDTV
14,India Has Said Yes To Extend Debt Repayment Deadline: Maldives Foreign Minister,https://www.ndtv.com/india-news/india-has-said-yes-to-extend-debt-repayment-deadline-maldives-foreign-minister-5646833,2024-05-12,"Moosa Zameer's visit to India came amid strained political ties between India and Maldives (File)
Maldivian Foreign Minister Moosa Zameer has said that significant strides have been made in expediting India-assisted projects in the Maldives, as he underscored the government's commitment to prioritising the resumption and completion of these projects.
Mr Zameer, who visited India from May 8 to 10 on his very first bilateral official visit, said he and his Indian counterpart S Jaishankar engaged in bilateral discussions on May 9 to address pivotal matters aimed at expediting the projects initiated with India's financial assistance.
He said the discussions with S Jaishankar focused on the operational dynamics of the committees entrusted with executing these projects, psmnews.mv reported.

Speaking at a press conference held in the President's Office, Mr Zameer said India has given the Maldives the green signal to extend the repayment deadline for $ 150 million of a $ 200 million debt. The loan was secured by the previous government upon assuming office in 2019.
Mr Zameer said that $ 50 million of the $ 200 million owed to India was repaid in January. He emphasised that the Indian government has not made any demands in exchange for extending the repayment period of the remaining $ 150 million.
The minister said that a spectrum of initiatives across the Maldives have been kickstarted through loans and grants from India during the previous administration.
He said significant strides have been made in expediting India-assisted projects.
He emphasised the current government's commitment to prioritising the resumption and completion of these projects. He also underscored his dedication to this endeavour during his recent visit to India.
During the official discussions between the two nations, S Jaishankar reiterated the significance of India's ongoing projects in the Maldives.
Mr Zameer's visit to India came amid a downturn in the bilateral ties between the two countries since pro-China president Mohamed Muizzu assumed office six months back.
The relations between the two countries came under severe strain in view of Muizzu insisting on withdrawal of Indian military personnel operating three military platforms in the island nation.
Mr Zameer on Saturday said 76 Indian military personnel were replaced by civilian employees of the Hindustan Aeronautics Limited which manufactured the two helicopters gifted by India, thus also ending the suspense over the exact number of those repatriated at the insistence of Male.
PromotedListen to the latest songs, only on JioSaavn.com
However, the Maldives government has no intention of removing the doctors from India at Senahiya.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2024-05-12 21:29:44.600480,NDTV
15,Man Accidentally Throws Acid On Son While Targeting Wife In Kerala: Cops,https://www.ndtv.com/india-news/man-accidently-throws-acid-on-son-while-targeting-wife-in-kerala-cops-5646829,2024-05-12,"The son was admitted to a hospital with burn injuries and is recovering, cops said. (Representational)
A man has been arrested for accidentally throwing acid at his son in Kerala, police said on Sunday.
According to police, the man had attempted to throw acid at his estranged wife, but she managed to run away and it landed on their son, who suffered burn injuries.
The incident happened under Chittarikkalil police station limit here on May 9.

The accused Surendranath (50) ran away soon after the incident and was arrested on Saturday, police said.
""There had been issues between the man and his wife for some time. He tried to hurl the acid-filled ball at the woman. She somehow managed to run away but it fell upon the son,"" a police officer said.
The son was admitted to a hospital with burn injuries and he is recovering, the police added.
PromotedListen to the latest songs, only on JioSaavn.com
The accused has been booked under IPC Section 326 A (voluntarily causing grievous hurt by use of acid, etc), police said.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2024-05-12 21:29:44.600480,NDTV
16,"Dia Mirza's Step-Daughter Samaira Doesn't Call Her ""Mom"". Here's Why",https://www.ndtv.com/entertainment/dia-mirza-on-her-equation-with-step-daughter-samaira-5646181,2024-05-12,"Image instagrammed by Dia Mirza. (courtesy: DiaMirza)
The award for the best mother goes to Dia Mirza. The actress shares an amazing bond with her son Avyaan and step daughter Samaira. On the occasion of Mother's Day, Dia opened up about her equation Samaira. In a conversation with News18 Showsha, the actress said, “She hasn't called me maa. There are no expectations from her to call me ‘maa', ‘mumma' or ‘mother'. She has a mother who she calls ‘mumma' or ‘mom'. She calls me ‘Dia.'” Talking about Samaira's influence on her son, Dia added, “Thanks to her now Avyaan also calls me ‘Dia' once in a while. He says ‘Dia mom', it's too funny.” Dia got married to Vaibhav Rekhi in 2021. The couple welcomed their son Avyaan in the same year. Samaira is Vaibhav's daughter with his ex-wife Sunaina Rekhi.
During the same discussion, Dia Mirza also recalled the moment when Avyaan said “mumma” for the first time. “Oh my god, I will never forget that day. He said mumma much later. I think it was a good three months after he started to say words. It was a beautiful moment because all the flowers had started to bloom in the balcony and there were lots of butterflies visiting the flowers, and he was in my arms,” she said.
“I was showing him the butterflies and I was through the plants because there were three to four butterflies for him to get a closer look at it. He suddenly looked at me and said, ‘Mumma', I was like ‘Oh my god! What just happened.' Interestingly, my husband had his camera and he was recording me showing Avyaan the butterflies so we have the whole moment on cameras. It was magical,” Dia Mirza added.
Dia Mirza never fails to express her love and admiration for Samaira and Avyaan. On Samaira's 15th birthday, Dia shared pictures that were setting mother-daughter goals. Wishing the birthday girl, Dia wrote, “Happy 15th Birthday, baby girl. I carry your heart in my heart forever.”
A post shared by Dia Mirza Rekhi (@diamirzaofficial)
On the work front, Dia Mirza was last seen in Dhak Dhak. The Tarun Dudeja directorial also featured Sanjana Sanghi, Fatima Sana Shaikh, and Ratna Pathak Shah in key roles.

PromotedListen to the latest songs, only on JioSaavn.com",2024-05-12 21:29:44.600480,NDTV
17,"Video Of Indian Family's Food Stall In Karachi Goes Viral, Wins Hearts On Internet",https://www.ndtv.com/food/video-of-indian-familys-food-stall-in-karachi-goes-viral-wins-hearts-on-internet-5646778,2024-05-12,"The stall is named 'Kavita Didi Ka Indian Khana.' (Image Credit: Instagram/@karamatkhan_05)
Indian street food enjoys huge popularity all around the globe. Packed with tantalising flavours, its fan base is only growing every year. Whether it's in the UK, USA, or any other country, we often see people trying their hand at making Indian food or even setting up Indian food stalls. Recently, we came across a video that shows a similar stall in our neighboring country - Pakistan. Well, the food stall is run by an Indian family itself and has become widely popular in Karachi, Pakistan. It shows how Indian cuisine is loved by Pakistanis as well.
The video of the Indian family selling food in Karachi was shared by a Pakistani food vlogger who goes by the Instagram handle @karmatkhan_05. In the clip, he can be seen visiting the food stall and sharing his experience. The stall is named 'Kavita Didi Ka Indian Khana.' He reveals that they have two separate menus: vegetarian and non-vegetarian. The menu is quite extensive, but they ordered their must-try dishes, including pav bhaji and vada pav, along with dal samosa. As per the video, the food stall is located near the Cantonment Railway Station in Karachi. Watch the full video below:
Also Read: '1 Shawarma' And '2 Zinger Burgers' Sealed The Deal For This Pakistani Couple
A post shared by Karamat Khan (@karamatkhan_05)
Also Read: Pakistani Vendor's Unique 'Waka Waka' Mango Sales Strategy Goes Viral

After watching the video, many people were impressed by how people in Pakistan enjoy Indian food as well. One person wrote, ""So uplifting! Dekh kar acha laga ki Pakistan main India ke khaane ko utni hi mohabbat mil rahi hai jitni Pakistani khaane ko India mein (Felt good to see that Indian cuisine is receiving as much love in Pakistan as Pakistani cuisine is in India)."" ""Lot's of love and respect from India sister,"" commented a second person. A third person wrote, ""Aww, so glad to see this because I'm also a Gujarati muhajir."" ""Very nice, good to see this type of example,"" added another.
PromotedListen to the latest songs, only on JioSaavn.com
Several internet users also inquired about the exact location of the food stall and expressed their desire to visit it soon. A fifth wrote, ""Please share the exact location."" ""Will soon visit, InshAllah, to taste Indian cuisine,"" wrote a sixth user. A seventh commented, ""Mein Karachi ka hoon mujhe batao location bhai mein pahunchtha hoon wahan khaana khana"" (""I'm from Karachi, tell me the location, bro. I'll go there to have food."")
What are your thoughts on this video? Share with us in the comments section below!",2024-05-12 21:29:44.600480,NDTV
18,"Mother's Day 2024: Kajol's Message For Tanuja - ""Weird Moms Build Character""",https://www.ndtv.com/entertainment/mothers-day-2024-kajols-message-for-tanuja-weird-moms-build-character-5646757,2024-05-12,"Kajol shared this image. (courtesy: Kajol)
On the occasion of Mother's Day, Kajol shared a personalised post for mother and veteran actor Tanuja. Kajol shared an adorable picture in which she and Tanuja can be seen posing for the cameras with their big smiles. Kajol wrote in the caption, ""Weird moms build character!"" At least that's what I've heard... don't worry mom.. I will continue with our happy tradition. And off course the tradition of laughing our heads off at jokes only you and I get.""  Designer Manish Malhotra, who is a good friend of Kajol, dropped a series of heart emojis in the comments section. Saba Pataudi also shared love emojis in the comments section. Take a look:
A post shared by Kajol Devgan (@kajol)
On Tanuja's 80th birthday, Kajol shared a video messge. She can be heard saying, ""Happy Happy 80th birthday Mom. I can never thank you enough for everything you have taught me by example and continue to do so. I love you to bits and pieces."" The rest of the video comprises  snippets of interviews of the Haathi Mere Saathi actress about her journey in Bollywood and more. Kajol captioned the image, ""Eight decades of love, wisdom, and laughter! Happy Birthday to my incredible Mom."" Take a look:
A post shared by Kajol Devgan (@kajol)
On Teachers' Day (last year), Kajol shared a montage video of her interviews (given at different points in time) in which she talked about her mom (Tanuja), grandmother (Shobhna Samarth) and great-grandmother (Rattan Bai) and how they influenced her life. Kajol wrote in the caption, ""I was raised by a village. A village filled with strong cool women. I learnt by example not by being preached to. And I can never thank all my teachers enough. The good and the bad and the in-between. All of them taught me different things that had absolutely nothing to do with what you learn in school. The lessons had to do with life and came in handy just when I needed them the most. Like most kids, I thought I wasn't listening but like most kids, I was absorbing.. and hence the current me who is a beautiful amalgamation of everything I was taught and continue to be taught.#HappyTeachersDay"" Actor Archana Puran Singh commented on the post, ""Your mom is one of the most amazing women I've ever met. I'm totally in love."" Saba Pataudi dropped a string of heart emojis on the post.
PromotedListen to the latest songs, only on JioSaavn.com
Take a look at Kajol's post here:
A post shared by Kajol Devgan (@kajol)
In terms of work, Kajol was seen in back-to-back OTT projects. She was seen in the web series The Trial, Netflix anthology Lust Stories 2.",2024-05-12 21:29:44.600480,NDTV
19,This US Police Department Is Using Rolls Royce As Patrol Car,https://www.ndtv.com/offbeat/this-us-police-department-is-using-rolls-royce-as-patrol-car-5646630,2024-05-12,"The unusual choice of patrol car was the topic of discussion among internet users.
A $250,000 customised Rolls-Royce patrol car is the newest recruitment tool available to the Miami Beach Police Department. The department has borrowed the vehicle from luxury dealer Braman Motors to help attract law enforcement candidates.
""MBPD and professional staff exemplify the highest standards of dedication and quality policing in our unparalleled commitment to the residents and visitors we serve. We are thrilled to introduce this stunning addition to the MBPD recruitment team-courtesy of @bramanmotors,"" the Miami Police Department wrote on X alongside a video. The video featured the opulent car with lights and sirens, surrounded by a pair of policemen riding motorcycles.
MBPD and professional staff exemplify the highest standards of dedication and quality policing in our unparalleled commitment to the residents and visitors we serve. We are thrilled to introduce this stunning addition to the MBPD recruitment team—courtesy of @bramanmotors ! pic.twitter.com/I27NUAgsge
Miami Beach Police Chief Wayne Jones said, ""Recruiting police officers in this country today is a difficult thing to do. Using this car to help us do recruitment is gonna be great.""
The unusual choice of patrol car was the topic of discussion among internet users. The department claimed that the fully equipped 2012 Rolls-Royce Ghost was provided at no expense to taxpayers, however many questioned where the money for it came from.

""I don't know why but I feel like jaywalking repeatedly in Miami Beach so I might get a ride in that,"" a user said.
Another wrote, ""Only in Miami.""
A person said, ""You need to fire whosever idea this was.""
A user commented, ""It will be funny as hell when someone steals the Rolls Royce police car!!!""
""Rolla Royce? For what? Thousands of $$$ in maintenance with tax payers..."" remarked a person.
PromotedListen to the latest songs, only on JioSaavn.com
The department claimed that the fully equipped 2012 Rolls-Royce Ghost was provided at no expense to taxpayers, however many questioned where the money for it came from.
According to the Miami Herald, the vehicle is being lent by the dealership and will eventually be returned. Gas and upkeep will be handled by Braman and the police force will only be held liable in the event that the vehicle sustains damage while in its custody.",2024-05-12 21:29:44.600480,NDTV
20,''Beti Ko Pilot Banao'': Indigo Pilot's Special Announcement On Mother's Day Goes Viral,https://www.ndtv.com/offbeat/beti-ko-pilot-banao-indigo-pilots-special-announcement-on-mothers-day-goes-viral-5646586,2024-05-12,"Mother's Day is celebrated globally to honour our mothers.
Mother's Day, a special occasion to honour and appreciate mothers is being celebrated worldwide today. Social media is abuzz with adorable posts highlighting the unbreakable bond that a child and mother share. Marking the day, IndiGo also shared a beautiful video that has captured the internet's attention.
In the video, an IndiGo pilot, who is a mother herself, made a heartwarming announcement for all the mothers onboard the flight. Addressing the passengers and the crew, pilot Sameera Shamsuddin said, ""Today we celebrate Mother's Day here at Indigo. So, from one mother to another, firstly I would like to wish all the mothers onboard today a very happy Mother's Day."" She also gave a shoutout to all mothers by asking them to raise their hands.
Later, a special card with an empowering message was distributed to all the mothers. ""We have a little surprise for all of you today. And it is a very important message which I hope is sent across very well to have many aviators in the future,"" said the pilot while sharing the cards

The card read, ''Beti bachao. Beti padhao. Beti ko pilot banao (Make your daughter a pilot).'' After receiving the cards, the women happily flaunted them and posed with their children.
Watch the video here:
A post shared by IndiGo (@indigo.6e)

Reacting to the video, one user said, ''Happy Mother's day to all cabin crew members and pilots who r the mothers of aviation.''
Another commented, ''Wow! Superwomen.'' A third wrote, ''Aww that's lovely.''
PromotedListen to the latest songs, only on JioSaavn.com
Others flooded the comment section with fire and love emojis and wished a Happy Mother's Day to all the women.
Every year on the second Sunday in May, Mother's Day is celebrated globally to honour our mothers. It is a special day for all mothers, whose contributions are often overlooked. It's a day to acknowledge the unquantifiable and selfless contributions of every mother in her children's success. On this day, children, partners and other family members show their love and gratitude to their mother by giving them gifts, cards and lovely surprises.",2024-05-12 21:29:44.600480,NDTV
21,"Fresh Tension In Bengal's Sandeshkhali, Trinamool MLA's Aide Attacked",https://www.ndtv.com/india-news/fresh-tension-in-bengals-sandeshkhali-trinamool-mlas-aide-attacked-5646531,2024-05-12,"BJP supporters took out a protest in West Bengal's Sandeskhali today
Fresh tension erupted at Sandeskhali island in West Bengal today when BJP supporters allegedly attacked a Trinamool Congress worker during a protest.
Tatan Gayen, an aide of Trinamool MLA Sukumar Mahto, was attacked at a stone's throw from the local police station. Police reached the spot soon and riot control force was called in.
The BJP organised a protest on the island today, with party workers accusing the Trinamool Congress government of foisting false cases against them.

The nondescript island in North 24 Parganas made national headlines after residents accused local Trinamool leaders, led by strongman Sheikh Shahjahan, of land grab, extortion and sexual harassment. Shahjahan, now expelled by Trinamool, is in CBI's custody in connection with a mob attack on Enforcement Directorate officials.
In a shocking twist earlier last month, a viral video showed local BJP leader Gangadhar Koyal purportedly saying that no rapes or sexual harassment took place in Sandeshkhali and that women were convinced to file complaints on the instruction of BJP's Suvendu Adhikari, leader of Opposition in Bengal Assembly. The BJP and the leader in the video have claimed that the clip was doctored.
In another shock development, a woman has alleged that people linked with the BJP made her sign a blank paper and then wrote a false rape complaint in her name.
The developments have sparked a political slugfest, with the Trinamool accusing the BJP of cooking up stories to malign its image for political gains.
BJP workers today staged a protest outside the local police station and demanded action against local Trinamool leaders, who they alleged were spreading fake videos. Among the protesters was BJP's candidate from Basirhat, Sandeshkhali resident Rekha Patra.
Speaking to the media, a woman BJP supporter accused the local administration of filing false cases against BJP supporters. ""The Trinamool government is harassing us because the ground is slipping from under their feet.""
Responding to allegations that the BJP paid women to make sexual harassment allegations, she said, ""Did Mamata Banerjee come here even once and see anyone paying us? The mothers of Sandeshkhali have hit the streets for their honour.""
Another woman protester targeted the woman who has accused that BJP leaders filed a false rape complaint in her name. ""How much money have they got to claim that everything is a lie? They should be arrested, otherwise the people won't spare them.""
PromotedListen to the latest songs, only on JioSaavn.com
Trinamool MLA Sukumar Mahata, whose aide was assaulted, has said someone must have instigated the attack. ""They had gheraoed the police station. Then they were instigated to attack. Is this political decency?"" he told the local media.
Local BJP leader Sajal Ghosh has said there was no law in Sandeshkhali for 12 years. ""Till today, Trinamool beat up whoever they wanted. Three of our workers were shot dead, their bodies were not found. So today's incident cannot be called unfortunate,"" he told the media.",2024-05-12 21:29:44.600480,NDTV
22,"Mother's Day 2024: Preity Zinta's Message To Fans - ""Give Your Moms A Big Hug And Say Thank You""",https://www.ndtv.com/entertainment/could-never-have-imagined-being-a-mother-would-change-me-so-much-preity-zinta-5646297,2024-05-12,"Image was shared on Instagram. (Image courtesy: realpz)
Marking the special occasion of Mother's Day, actor Preity Zinta opened up about how her life changed after the arrival of her children - Jai and Gia. ""Happy Mother's Day to all the mothers out there. I could never have imagined, being a mother would change me so much. If someone told me 3 years ago, that I would voluntarily put myself second to someone in the world, all the time, every time, I would have laughed and dismissed it ! Guess what !!! I was so wrong. Now, the kids always come first. Not because I have to, but because I want to. How silly & immature of me to have thought otherwise. It doesn't matter how tired I am, how busy I am or how hungry I am, the kids always come first,"" she wrote on Instagram.

A post shared by Preity G Zinta (@realpz)
Preity shared that she feels like a superhuman when she is surrounded by her twins.""The happiness & pure joy I feel looking at them lights up my darkest days and I feel superhuman strength when I need to protect them. I'm sure I'm not the only mother who feels like this. Sadly, we only start appreciating our mothers when we step into that role. So here's a big shout out to all the mothers out there. The single ones, the working ones and the ones who devote all their time at home looking after their kids n families . It's really a job where there are no promotions, no time off & very little gratitude,"" she added.
""If you are lucky they will appreciate you when you are older when they become parents otherwise it's all about giving, loving & nurturing without any expectations . So give your moms a BIG HUG & say THANK YOU YOU LOVE THEM & APPRECIATE THEM cuz mom's are the closest thing to God #Happymothersday #loveuma #ting,"" she wrote.

To make her Mother's Day post more captivating, she uploaded a video featuring her adorable moments spent with her mother and her own kids. On November 11, 2021, Preity and her husband Gene Goodenough welcomed their twins, a baby boy named Jai and a baby girl named Gia, via surrogacy.
PromotedListen to the latest songs, only on JioSaavn.com
Meanwhile, on the work front, Preity is all set to return to the silver screen after a long hiatus. She will be seen sharing screen space with Sunny Deol in 'Lahore 1947'.
(Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)",2024-05-12 21:29:44.600480,NDTV
23,"Sonakshi Sinha Says Heeramandi Co-Stars Married, Became Pregnant During Filming: ""I'm Still...""",https://www.ndtv.com/entertainment/sonakshi-sinha-has-this-to-say-about-heeramandi-co-stars-getting-married-and-pregnant-5645062,2024-05-12,"Image was shared on Instagram. (Image courtesy: aslisona)
The leading ladies of Heeramandi: The Diamond Bazaar appeared as guests on the latest episode of The Great Indian Kapil Show. The segment, featuring Sonakshi Sinha, Sharmin Segal, Sanjeeda Shaikh, Manisha Koirala, and Aditi Rao Hydari, was all about fun and laughter. During the chat, Sonakshi Sinha also talked about how her co-stars recently got married and pregnant. It all started when Kapil humorously mentioned that Sonakshi's industry colleagues, such as Alia Bhatt and Kiara Advani, are now married. To this, Sonakshi playfully said, ""Aap jale pe namak daal rahe ho na. Wo (Kapil Sharma) jaanta hai mujhe kitne zor se shaadi karni hai. [Please don't do this. Kapil Sharma, you know how eagerly I want to get married.]"" FYI:  Sonakshi is reportedly dating her Double XL co-star Zaheer Iqbal.
Talking about her Heeramandi co-stars, Sonakshi Sinha added, “We are done shooting for Heeramandi and I am still not married. Sharmin (Segal) also got married.” To this, Manisha Koirala added, “And Richa (Chadha), she got married and she got pregnant.”
In case you missed it, Richa Chadha married Ali Fazal in October last year, and the couple announced their pregnancy in February. On the other hand, Sharmin Segal's wedding took place in November 2023. Additionally, in May, Aditi Rao Hydari and actor Siddharth announced their engagement.
It is not the first time that the Heeramandi cast has spoken about marriage. Earlier, in an exclusive conversation with NDTV, Richa Chadha shared an anecdote about getting married 10 days before filming a song for the series. Richa also recalled telling director Sanjay Leela Bhansali, ""This is like a marriage bureau.” During the same interview, Sonakshi was asked if was next in the line. The actress playfully replied, ""Thank you for your wishes.""
Heeramandi: The Diamond Bazaar marked Sanjay Leela Bhansali's OTT debut. The show premiered on Netflix on May 1.

PromotedListen to the latest songs, only on JioSaavn.com",2024-05-12 21:29:44.600480,NDTV
